ID,Scenario,Archetype,GOtag:Opt-Location,GOtag:Opt-ACH,GOtag:Opt-GenericWall_1Layer_definitions,GOtag:Opt-H2KFoundation,GOtag:Opt-ExposedFloor,GOtag:Opt-Ceilings,GOtag:Opt-CasementWindows,GOtag:Opt-DHWSystem,GOtag:Opt-DWHRSystem,GOtag:Opt-HVACSystem,GOtag:Opt-HRVSpec
189,NBC-arch1_fullBsmt-189,NBC-arch1_fullBsmt,RESOLUTE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
190,NBC-arch1_fullBsmt-190,NBC-arch1_fullBsmt,BIGTROUTLAKE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
191,NBC-arch1_fullBsmt-191,NBC-arch1_fullBsmt,GOREBAY,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
192,NBC-arch1_fullBsmt-192,NBC-arch1_fullBsmt,KAPUSKASING,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
193,NBC-arch1_fullBsmt-193,NBC-arch1_fullBsmt,KENORA,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
194,NBC-arch1_fullBsmt-194,NBC-arch1_fullBsmt,KINGSTON,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
195,NBC-arch1_fullBsmt-195,NBC-arch1_fullBsmt,LONDON,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
196,NBC-arch1_fullBsmt-196,NBC-arch1_fullBsmt,MUSKOKA,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
197,NBC-arch1_fullBsmt-197,NBC-arch1_fullBsmt,NORTHBAY,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
198,NBC-arch1_fullBsmt-198,NBC-arch1_fullBsmt,Ottawa,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
199,NBC-arch1_fullBsmt-199,NBC-arch1_fullBsmt,SAULTSTEMARIE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
200,NBC-arch1_fullBsmt-200,NBC-arch1_fullBsmt,SIMCOE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
201,NBC-arch1_fullBsmt-201,NBC-arch1_fullBsmt,SIOUXLOOKOUT,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
202,NBC-arch1_fullBsmt-202,NBC-arch1_fullBsmt,SUDBURY,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
203,NBC-arch1_fullBsmt-203,NBC-arch1_fullBsmt,THUNDERBAY,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
204,NBC-arch1_fullBsmt-204,NBC-arch1_fullBsmt,TIMMINS,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
205,NBC-arch1_fullBsmt-205,NBC-arch1_fullBsmt,Toronto,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
206,NBC-arch1_fullBsmt-206,NBC-arch1_fullBsmt,TORONTOMETRESSTN,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
207,NBC-arch1_fullBsmt-207,NBC-arch1_fullBsmt,TRENTON,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
208,NBC-arch1_fullBsmt-208,NBC-arch1_fullBsmt,WIARTON,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
209,NBC-arch1_fullBsmt-209,NBC-arch1_fullBsmt,WINDSOR,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
210,NBC-arch1_fullBsmt-210,NBC-arch1_fullBsmt,CHARLOTTETOWN,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
211,NBC-arch1_fullBsmt-211,NBC-arch1_fullBsmt,SUMMERSIDE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
212,NBC-arch1_fullBsmt-212,NBC-arch1_fullBsmt,BAGOTVILLE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
213,NBC-arch1_fullBsmt-213,NBC-arch1_fullBsmt,BAIECOMEAU,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
214,NBC-arch1_fullBsmt-214,NBC-arch1_fullBsmt,KUUJJUAQ,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
215,NBC-arch1_fullBsmt-215,NBC-arch1_fullBsmt,KUUJJUARAPIK,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
216,NBC-arch1_fullBsmt-216,NBC-arch1_fullBsmt,LAGRANDERIVIERE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
217,NBC-arch1_fullBsmt-217,NBC-arch1_fullBsmt,MONTJOLI,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
218,NBC-arch1_fullBsmt-218,NBC-arch1_fullBsmt,Montreal,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
219,NBC-arch1_fullBsmt-219,NBC-arch1_fullBsmt,MONTREALMIRABEL,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
220,NBC-arch1_fullBsmt-220,NBC-arch1_fullBsmt,Quebec,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
221,NBC-arch1_fullBsmt-221,NBC-arch1_fullBsmt,SCHEFFERVILLE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
222,NBC-arch1_fullBsmt-222,NBC-arch1_fullBsmt,SEPTILES,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
223,NBC-arch1_fullBsmt-223,NBC-arch1_fullBsmt,SHERBROOKE,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
224,NBC-arch1_fullBsmt-224,NBC-arch1_fullBsmt,STEAGATHEDESMONTS,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
225,NBC-arch1_fullBsmt-225,NBC-arch1_fullBsmt,STHUBERT,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
226,NBC-arch1_fullBsmt-226,NBC-arch1_fullBsmt,VALDOR,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
227,NBC-arch1_fullBsmt-227,NBC-arch1_fullBsmt,BROADVIEW,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
228,NBC-arch1_fullBsmt-228,NBC-arch1_fullBsmt,ESTEVAN,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
229,NBC-arch1_fullBsmt-229,NBC-arch1_fullBsmt,MOOSEJAW,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
230,NBC-arch1_fullBsmt-230,NBC-arch1_fullBsmt,NORTHBATTLEFORD,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
231,NBC-arch1_fullBsmt-231,NBC-arch1_fullBsmt,PRINCEALBERT,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
232,NBC-arch1_fullBsmt-232,NBC-arch1_fullBsmt,Regina,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
233,NBC-arch1_fullBsmt-233,NBC-arch1_fullBsmt,SASKATOON,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
234,NBC-arch1_fullBsmt-234,NBC-arch1_fullBsmt,SWIFTCURRENT,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
235,NBC-arch1_fullBsmt-235,NBC-arch1_fullBsmt,URANIUMCITY,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
236,NBC-arch1_fullBsmt-236,NBC-arch1_fullBsmt,YORKTON,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
237,NBC-arch1_fullBsmt-237,NBC-arch1_fullBsmt,DAWSONCITY,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
238,NBC-arch1_fullBsmt-238,NBC-arch1_fullBsmt,Whitehorse,NA,NA,NA,NA,NA,NA,NA,none,NA,NA
239,NBC-arch1_fullBsmt-239,NBC-arch1_fullBsmt,WINDSOR,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
240,NBC-arch1_fullBsmt-240,NBC-arch1_fullBsmt,Calgary,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
241,NBC-arch1_fullBsmt-241,NBC-arch1_fullBsmt,COLDLAKE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
242,NBC-arch1_fullBsmt-242,NBC-arch1_fullBsmt,CORONATION,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
243,NBC-arch1_fullBsmt-243,NBC-arch1_fullBsmt,Edmonton,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
244,NBC-arch1_fullBsmt-244,NBC-arch1_fullBsmt,FORTMCMURRAY,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
245,NBC-arch1_fullBsmt-245,NBC-arch1_fullBsmt,GRANDEPRAIRIE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
246,NBC-arch1_fullBsmt-246,NBC-arch1_fullBsmt,LETHBRIDGE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
247,NBC-arch1_fullBsmt-247,NBC-arch1_fullBsmt,MEDICINEHAT,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
248,NBC-arch1_fullBsmt-248,NBC-arch1_fullBsmt,PEACERIVER,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
249,NBC-arch1_fullBsmt-249,NBC-arch1_fullBsmt,REDDEER,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
250,NBC-arch1_fullBsmt-250,NBC-arch1_fullBsmt,ROCKYMOUNTAINHOUSE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
251,NBC-arch1_fullBsmt-251,NBC-arch1_fullBsmt,SUFFIELD,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
252,NBC-arch1_fullBsmt-252,NBC-arch1_fullBsmt,ABBOTSFORD,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
253,NBC-arch1_fullBsmt-253,NBC-arch1_fullBsmt,CASTLEGAR,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
254,NBC-arch1_fullBsmt-254,NBC-arch1_fullBsmt,COMOX,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
255,NBC-arch1_fullBsmt-255,NBC-arch1_fullBsmt,CRANBROOK,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
256,NBC-arch1_fullBsmt-256,NBC-arch1_fullBsmt,FORTNELSON,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
257,NBC-arch1_fullBsmt-257,NBC-arch1_fullBsmt,FORTSTJOHN,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
258,NBC-arch1_fullBsmt-258,NBC-arch1_fullBsmt,Kamloops,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
259,NBC-arch1_fullBsmt-259,NBC-arch1_fullBsmt,PORTHARDY,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
260,NBC-arch1_fullBsmt-260,NBC-arch1_fullBsmt,PrinceGeorge,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
261,NBC-arch1_fullBsmt-261,NBC-arch1_fullBsmt,PRINCERUPERT,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
262,NBC-arch1_fullBsmt-262,NBC-arch1_fullBsmt,QUESNEL,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
263,NBC-arch1_fullBsmt-263,NBC-arch1_fullBsmt,SANDSPIT,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
264,NBC-arch1_fullBsmt-264,NBC-arch1_fullBsmt,SMITHERS,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
265,NBC-arch1_fullBsmt-265,NBC-arch1_fullBsmt,SUMMERLAND,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
266,NBC-arch1_fullBsmt-266,NBC-arch1_fullBsmt,TERRACE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
267,NBC-arch1_fullBsmt-267,NBC-arch1_fullBsmt,TOFINO,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
268,NBC-arch1_fullBsmt-268,NBC-arch1_fullBsmt,Vancouver,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
269,NBC-arch1_fullBsmt-269,NBC-arch1_fullBsmt,VICTORIA,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
270,NBC-arch1_fullBsmt-270,NBC-arch1_fullBsmt,WHISTLER,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
271,NBC-arch1_fullBsmt-271,NBC-arch1_fullBsmt,WILLIAMSLAKE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
272,NBC-arch1_fullBsmt-272,NBC-arch1_fullBsmt,BRANDON,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
273,NBC-arch1_fullBsmt-273,NBC-arch1_fullBsmt,CHURCHILL,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
274,NBC-arch1_fullBsmt-274,NBC-arch1_fullBsmt,DAUPHIN,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
275,NBC-arch1_fullBsmt-275,NBC-arch1_fullBsmt,PORTAGELAPRAIRIE,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
276,NBC-arch1_fullBsmt-276,NBC-arch1_fullBsmt,THEPAS,NA,NA,NA,NA,NA,NA,NA,none,elec,NA
