Scenario,ID,Opt-ACH,Opt-GenericWall_1Layer_definitions,Opt-H2KFoundation,Opt-ExposedFloor,Opt-Ceilings,Opt-CasementWindows,Opt-DHWSystem,Opt-DWHRSystem,Opt-HVACSystem,Opt-HRVSpec,Opt-H2K-PV
Rerun,1854,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA, CeilR60, HG-i89-Triple-B,BaseDHW,  DWHR-eff-42, ComboHeatA,NA, MonoSi-10kW
Rerun,1855, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R20_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none,basefurnace, HRV_84, MonoSi-5kW
Rerun,1856, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA,CeilR40, HG-avg-Triple, HPHotWater, DWHR-eff-55,basefurnace, HRV_60, MonoSi-5kW
Rerun,1857, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR50, HG-i89-Triple-B,BaseDHW,none, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,1858, ACH_1_0, Stud_2x6_R18, STEP_BaseFDN_R15_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_75, MonoSi-10kW
Rerun,1859, ACH_1_5, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R15_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-30,basefurnace,NA, MonoSi-10kW
Rerun,1860, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous,none,basefurnace, HRV_60, MonoSi-10kW
Rerun,1861, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R20FDN_R20_under,NA, CeilR70, MG-i89-Double, HPHotWater, DWHR-eff-55, ComboHeatA, HRV_70, MonoSi-5kW
Rerun,1862,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR70, HG-i89-Triple-B, GasInstantaneous,none, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,1863, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR70,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-8kW
Rerun,1864,ACH_3_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA,CeilR40, MG-HP-Double, HPHotWater,none, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,1865, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R11_under,NA, CeilR80, LG-avg-Triple, ElectricStorage,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-8kW
Rerun,1866, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R20_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_70, MonoSi-5kW
Rerun,1867, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR50, HG-avg-Triple, HPHotWater, DWHR-eff-55,basefurnace, HRV_75, MonoSi-5kW
Rerun,1868, ACH_1_0,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR70, HG-i89-Triple-B, GasInst_Low, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-10kW
Rerun,1869,ACH_3_5, Stud_2x6_XPS_R-30, STEP_BaseFDN_R11_under,NA,CeilR40, HG-avg-Triple, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,1870, ACH_1_5,Stud_2x6_R16, STEP_R20FDN_R11_under,NA, CeilR70, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_60, MonoSi-5kW
Rerun,1871, ACH_1_0,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, LG-avg-Triple, HPHotWater,  DWHR-eff-42,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1872, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR50,LG-avg-Double, ElectricStorage, DWHR-eff-55,basefurnace,NA, MonoSi-8kW
Rerun,1873, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA,CeilR40, HG-avg-Triple, GasInst_Low,none, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,1874, ACH_0_6, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR100, HG-i89-Triple-B,BaseDHW,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-10kW
Rerun,1875, ACH_2_5, Stud_2x6_XPS_R-22, STEP_R16FDN_R11_under,NA, CeilR50,LG-avg-Double, HPHotWater,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,1876, ACH_1_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR70,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1877, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-5kW
Rerun,1878, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-5kW
Rerun,1879, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R20_under,NA, CeilR100, HG-i89-Triple-B,BaseDHW,none,basefurnace, HRV_84, MonoSi-8kW
Rerun,1880, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R15_under,NA,CeilR40,LG-avg-Double, HPHotWater,none,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,1881, ACH_1_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R15_under,NA, CeilR100, MG-HP-Double, GasInstantaneous, DWHR-eff-30, ComboHeatA,NA, MonoSi-10kW
Rerun,1882, ACH_1_0, Stud_2x6_R18, STEP_R16FDN_R11_under,NA, CeilR60, HG-avg-Triple, GasInstantaneous,none, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1883, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, LG-avg-Triple, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_75, MonoSi-10kW
Rerun,1884, ACH_2_5, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous, DWHR-eff-30, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,1885, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR60,LG-avg-Double, GasInstantaneous,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,1886, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR70, HG-i89-Triple-B, GasInstantaneous,none,basefurnace, HRV_60, MonoSi-10kW
Rerun,1887, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R0_under,NA, CeilR70,LG-avg-Double, ElectricStorage, DWHR-eff-30,basefurnace, HRV_70, MonoSi-8kW
Rerun,1888, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, GasInst_Low, DWHR-eff-55,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1889, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R20_under,NA,CeilR40,LG-avg-Double, HPHotWater,none, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1890, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR50, HG-i89-Triple-B,BaseDHW,none,gas-furnace-ecm, HRV_70, MonoSi-10kW
Rerun,1891, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R15_under,NA, CeilR80, MG-i89-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,1892, ACH_0_6, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA, CeilR50, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,1893, ACH_2_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR50, HG-HP-Triple, HPHotWater, DWHR-eff-55, ComboHeatA, HRV_75, MonoSi-10kW
Rerun,1894, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,1895, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR60, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,1896,ACH_3_5, Stud_2x6_XPS_R-30,STEP_BaseFDN_R0_under,NA,CeilR40, LG-avg-Triple, HPHotWater,none, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1897, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR50, HG-i89-Triple-B,BaseDHW,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,1898, ACH_1_0,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous,none,gas-furnace-ecm, HRV_70, MonoSi-10kW
Rerun,1899,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR60, MG-i89-Double, ElectricStorage, DWHR-eff-30,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1900, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R20_under,NA, CeilR50, HG-i89-Triple-B, GasInst_Low,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,1901, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR50, MG-i89-Double,BaseDHW, DWHR-eff-55,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,1902, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R11_under,NA,CeilR40, HG-i89-Triple-B, GasInst_Low,none, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,1903, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R15_under,NA,CeilR40,LG-avg-Double, GasInstantaneous, DWHR-eff-55,gas-furnace-ecm, HRV_84, MonoSi-8kW
Rerun,1904, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR100, HG-avg-Triple,BaseDHW,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,1905, ACH_0_6, Stud_2x6_R18, STEP_R20FDN_R15_under,NA,CeilR40,LG-avg-Double, HPHotWater,  DWHR-eff-42,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1906, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R11_under,NA, CeilR50, MG-i89-Double, GasInstantaneous,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,1907, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR100,LG-avg-Double, GasInst_Low,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-8kW
Rerun,1908, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace,NA, MonoSi-10kW
Rerun,1909, ACH_2_5, Stud_2x6_R18, STEP_R25FDN_R20_under,NA,CeilR40, HG-avg-Triple, GasInstantaneous, DWHR-eff-30, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,1910,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR50, MG-i89-Double, HPHotWater,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,1911,ACH_3_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R15_under,NA, CeilR100,LG-avg-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_60, MonoSi-10kW
Rerun,1912, ACH_2_5, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR70, HG-avg-Triple, HPHotWater, DWHR-eff-30, ComboHeatA, HRV_75, MonoSi-8kW
Rerun,1913, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA, CeilR70,LG-avg-Double, GasInstantaneous, DWHR-eff-55,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1914,ACH_3_5, Stud_2x6_XPS_R-30, STEP_R16FDN_R15_under,NA, CeilR100,LG-avg-Double, HPHotWater,none, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1915, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous,  DWHR-eff-42, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1916, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR80, MG-i89-Double, HPHotWater, DWHR-eff-30, ComboHeatA, HRV_75, MonoSi-5kW
Rerun,1917, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R20_under,NA, CeilR60, HG-avg-Triple, GasInst_Low,none,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1918, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR60, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_70, MonoSi-5kW
Rerun,1919, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR70, HG-i89-Triple-B, GasInst_Low, DWHR-eff-30,basefurnace, HRV_75, MonoSi-10kW
Rerun,1920,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR60,LG-avg-Double, ElectricStorage, DWHR-eff-55,basefurnace, HRV_70, MonoSi-10kW
Rerun,1921, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R15_under,NA,CeilR40, HG-avg-Triple, HPHotWater,none,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,1922, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA, CeilR80, MG-i89-Double, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-10kW
Rerun,1923,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,1924, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR70, HG-i89-Triple-B, GasInst_Low,none, ComboHeatA, HRV_70, MonoSi-10kW
Rerun,1925,ACH_3_5, Stud_2x6_XPS_R-30, STEP_R16FDN_R0_under,NA, CeilR100, HG-avg-Triple, GasInstantaneous,  DWHR-eff-42,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,1926, ACH_1_0,Stud_2x6_R16, STEP_R25FDN_R15_under,NA,CeilR40,LG-avg-Double, HPHotWater,none,basefurnace, HRV_60, MonoSi-10kW
Rerun,1927, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R11_under,NA, CeilR50, HG-HP-Triple, HPHotWater,none, ComboHeatA, HRV_60, MonoSi-5kW
Rerun,1928, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-30,basefurnace,NA, MonoSi-5kW
Rerun,1929,ACH_3_5, Stud_2x6_XPS_R-30, STEP_BaseFDN_R15_under,NA, CeilR100, LG-avg-Triple, HPHotWater,none,basefurnace,NA, MonoSi-10kW
Rerun,1930, ACH_0_6, Stud_2x6_XPS_R-30, STEP_R20FDN_R20_under,NA, CeilR70, MG-i89-Double, GasInstantaneous, DWHR-eff-30,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1931, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR50, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, ComboHeatA, HRV_70, MonoSi-5kW
Rerun,1932,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_60, MonoSi-5kW
Rerun,1933,ACH_3_5, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA,CeilR40, HG-avg-Triple, ElectricStorage,none,gas-furnace-ecm,NA, MonoSi-8kW
Rerun,1934, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR100, MG-HP-Double, HPHotWater,none,gas-furnace-ecm,NA, MonoSi-8kW
Rerun,1935, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR70, HG-HP-Triple,BaseDHW, DWHR-eff-55,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1936, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR50, HG-HP-Triple, ElectricStorage,none, ComboHeatA, HRV_70, MonoSi-10kW
Rerun,1937, ACH_1_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, HG-i89-Triple-B,BaseDHW,none, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,1938,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_75, MonoSi-10kW
Rerun,1939, ACH_0_6, Stud_2x6_R18, STEP_R20FDN_R15_under,NA,CeilR40, HG-HP-Triple, GasInst_Low,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,1940, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR60, HG-i89-Triple-B, GasInstantaneous,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,1941, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,1942,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R15_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous, DWHR-eff-30, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1943,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, ElectricStorage, DWHR-eff-30,gas-furnace-ecm, HRV_60, MonoSi-10kW
Rerun,1944, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, GasInst_Low,none,gas-furnace-ecm,NA, MonoSi-8kW
Rerun,1945, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R15_under,NA,CeilR40, HG-avg-Triple, GasInst_Low,none,basefurnace,NA, MonoSi-10kW
Rerun,1946, ACH_0_6, Stud_2x6_R18, STEP_R16FDN_R20_under,NA, CeilR50, HG-i89-Triple-B, GasInst_Low, DWHR-eff-30, ComboHeatA, HRV_84, MonoSi-5kW
Rerun,1947, ACH_1_0, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR50, HG-avg-Triple, ElectricStorage, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1948, ACH_0_6, Stud_2x6_XPS_R-30,STEP_BaseFDN_R0_under,NA, CeilR80,LG-avg-Double, ElectricStorage, DWHR-eff-55, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,1949, ACH_2_5, Stud_2x6_R18, STEP_BaseFDN_R15_under,NA,CeilR40, MG-i89-Double, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,1950, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR50, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-30,gas-furnace-ecm, HRV_60, MonoSi-10kW
Rerun,1951, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR100,LG-avg-Double, ElectricStorage,none,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1952, ACH_0_6, Stud_2x6_R18, STEP_BaseFDN_R15_under,NA, CeilR100, HG-avg-Triple, GasInst_Low, DWHR-eff-30,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,1953,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R20_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-55,gas-furnace-ecm, HRV_75, MonoSi-10kW
Rerun,1954, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R11_under,NA, CeilR80, HG-i89-Triple-B, GasInstantaneous,  DWHR-eff-42,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,1955, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA,CeilR40, MG-i89-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-5kW
Rerun,1956, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R0_under,NA, CeilR100, LG-avg-Triple, GasInst_Low, DWHR-eff-30,basefurnace, HRV_84, MonoSi-8kW
Rerun,1957, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R20_under,NA,CeilR40, HG-i89-Triple-B, GasInst_Low, DWHR-eff-30,basefurnace, HRV_75, MonoSi-5kW
Rerun,1958, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR70,LG-avg-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-10kW
Rerun,1959, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR70,LG-avg-Double, ElectricStorage, DWHR-eff-30,basefurnace, HRV_84, MonoSi-8kW
Rerun,1960, ACH_1_5, Stud_2x6_R18, STEP_BaseFDN_R15_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,  DWHR-eff-42,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,1961,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R20_under,NA,CeilR40, HG-avg-Triple, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_60, MonoSi-10kW
Rerun,1962,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR70, HG-i89-Triple-B, ElectricStorage,  DWHR-eff-42, CCASHP-ecm, HRV_70, MonoSi-5kW
Rerun,1963, ACH_1_0, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_60, MonoSi-10kW
Rerun,1964,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R0_under,NA,CeilR40, MG-HP-Double, HPHotWater,none,basefurnace, HRV_60, MonoSi-10kW
Rerun,1965, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR70,LG-avg-Double, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,1966, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA,CeilR40, MG-i89-Double, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_60, MonoSi-5kW
Rerun,1967, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none,basefurnace, HRV_60, MonoSi-5kW
Rerun,1968,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R11_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1969, ACH_1_0, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR70,LG-avg-Double, HPHotWater,  DWHR-eff-42,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,1970, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR100, HG-avg-Triple,BaseDHW, DWHR-eff-30,basefurnace, HRV_75, MonoSi-5kW
Rerun,1971, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R11_under,NA,CeilR40, LG-avg-Triple, GasInstantaneous,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,1972, ACH_0_6, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater,none, CCASHP-ecm,NA, MonoSi-5kW
Rerun,1973, ACH_1_5, Stud_2x6_XPS_R-30, STEP_BaseFDN_R11_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,basefurnace,NA, MonoSi-5kW
Rerun,1974, ACH_1_0, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-8kW
Rerun,1975,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater, DWHR-eff-55,basefurnace,NA, MonoSi-10kW
Rerun,1976, ACH_0_6, Stud_2x6_R18, STEP_R20FDN_R0_under,NA, CeilR50, HG-i89-Triple-B, GasInst_Low,  DWHR-eff-42,basefurnace,NA, MonoSi-10kW
Rerun,1977,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R15_under,NA, CeilR80, HG-i89-Triple-B, GasInstantaneous,  DWHR-eff-42,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1978, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR80, MG-HP-Double, HPHotWater,none,basefurnace,NA, MonoSi-5kW
Rerun,1979, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_70, MonoSi-5kW
Rerun,1980, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-5kW
Rerun,1981, ACH_1_5, Stud_2x6_XPS_R-22, STEP_R16FDN_R0_under,NA, CeilR50, HG-avg-Triple, GasInst_Low,none,gas-furnace-ecm, HRV_84, MonoSi-10kW
Rerun,1982, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA, CeilR100, HG-avg-Triple,BaseDHW,none,basefurnace,NA, MonoSi-8kW
Rerun,1983, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,none,basefurnace, HRV_84, MonoSi-8kW
Rerun,1984, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR100, MG-i89-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-8kW
Rerun,1985, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, LG-avg-Triple, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,1986, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R11_under,NA,CeilR40, HG-avg-Triple, HPHotWater,  DWHR-eff-42, ComboHeatA,NA, MonoSi-8kW
Rerun,1987, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater,none,basefurnace, HRV_70, MonoSi-5kW
Rerun,1988, ACH_2_5, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR80,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_60, MonoSi-10kW
