Scenario,ID,Opt-ACH,Opt-GenericWall_1Layer_definitions,Opt-H2KFoundation,Opt-ExposedFloor,Opt-Ceilings,Opt-CasementWindows,Opt-DHWSystem,Opt-DWHRSystem,Opt-HVACSystem,Opt-HRVSpec,Opt-H2K-PV
Rerun,1989, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R16FDN_R11_under,NA, CeilR60,LG-avg-Double, GasInstantaneous, DWHR-eff-55, ComboHeatA,NA, MonoSi-10kW
Rerun,1990, ACH_1_0, Stud_2x6_R18, STEP_BaseFDN_R20_under,NA, CeilR50,LG-avg-Double, HPHotWater,  DWHR-eff-42,gas-furnace-ecm, HRV_60, MonoSi-8kW
Rerun,1991,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace,NA, MonoSi-10kW
Rerun,1992, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,1993,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR50, MG-HP-Double, ElectricStorage,none,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,1994, ACH_1_0, Stud_2x6_XPS_R-22, STEP_R25FDN_R20_under,NA, CeilR100,LG-avg-Double, GasInstantaneous, DWHR-eff-55, ComboHeatA, HRV_75, MonoSi-10kW
Rerun,1995, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R15_under,NA,CeilR40, LG-avg-Triple, HPHotWater, DWHR-eff-30,basefurnace, HRV_70, MonoSi-5kW
Rerun,1996, ACH_2_5, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous,none, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,1997, ACH_1_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, ElectricStorage,none, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,1998, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,1999, ACH_0_6, Stud_2x6_XPS_R-22, STEP_BaseFDN_R20_under,NA, CeilR50, LG-avg-Triple, HPHotWater, DWHR-eff-55, ComboHeatA, HRV_60, MonoSi-10kW
Rerun,2000, ACH_1_0, Stud_2x6_XPS_R-30, STEP_BaseFDN_R11_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,2001, ACH_1_0,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, GasInst_Low,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,2002,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_60, MonoSi-10kW
Rerun,2003, ACH_1_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,2004,ACH_3_5, Stud_2x6_XPS_R-30, STEP_R25FDN_R0_under,NA, CeilR50, HG-avg-Triple, HPHotWater,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-5kW
Rerun,2005, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R20_under,NA,CeilR40, MG-i89-Double, GasInstantaneous,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,2006,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR100, MG-i89-Double, GasInst_Low, DWHR-eff-55,basefurnace, HRV_84, MonoSi-10kW
Rerun,2007, ACH_1_0, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR70, HG-avg-Triple, GasInst_Low,none, ComboHeatA, HRV_70, MonoSi-8kW
Rerun,2008, ACH_0_6, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR60, HG-i89-Triple-B, HPHotWater,none,basefurnace,NA, MonoSi-5kW
Rerun,2009, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2010, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR50, LG-avg-Triple, GasInstantaneous,none,gas-furnace-ecm, HRV_70, MonoSi-8kW
Rerun,2011, ACH_1_5, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA,CeilR40, HG-HP-Triple, GasInst_Low,  DWHR-eff-42,basefurnace, HRV_60, MonoSi-10kW
Rerun,2012,ACH_3_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR70,LG-avg-Double, ElectricStorage, DWHR-eff-30,basefurnace, HRV_70, MonoSi-10kW
Rerun,2013, ACH_1_0, Stud_2x6_XPS_R-30, STEP_BaseFDN_R11_under,NA, CeilR70, MG-HP-Double, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_70, MonoSi-10kW
Rerun,2014, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR50, HG-avg-Triple, GasInst_Low,  DWHR-eff-42,gas-furnace-ecm, HRV_60, MonoSi-8kW
Rerun,2015, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR50, HG-avg-Triple, HPHotWater,none, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,2016,ACH_3_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40, HG-i89-Triple-B, GasInst_Low,  DWHR-eff-42,basefurnace, HRV_60, MonoSi-10kW
Rerun,2017,ACH_3_5, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR100, MG-HP-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-10kW
Rerun,2018,ACH_3_5, Stud_2x6_R18, STEP_BaseFDN_R11_under,NA, CeilR100, HG-avg-Triple, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,2019, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR50, HG-avg-Triple, ElectricStorage, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2020,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR50, MG-HP-Double, HPHotWater,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,2021, ACH_0_6, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR100, HG-avg-Triple,BaseDHW,none,basefurnace, HRV_75, MonoSi-5kW
Rerun,2022, ACH_1_0, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R0_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-30,gas-furnace-ecm,NA, MonoSi-5kW
Rerun,2023,ACH_3_5, Stud_2x6_XPS_R-30, STEP_R20FDN_R15_under,NA,CeilR40, HG-i89-Triple-B, HPHotWater,none,basefurnace, HRV_84, MonoSi-5kW
Rerun,2024, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous,none,basefurnace,NA, MonoSi-10kW
Rerun,2025,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR80, HG-HP-Triple, ElectricStorage, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,2026,ACH_3_5, Stud_2x6_R18, STEP_R20FDN_R0_under,NA, CeilR70, MG-i89-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-10kW
Rerun,2027, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR100, MG-i89-Double, ElectricStorage,  DWHR-eff-42, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,2028, ACH_1_5, Stud_2x6_XPS_R-30, STEP_BaseFDN_R15_under,NA, CeilR100, HG-avg-Triple, ElectricStorage,  DWHR-eff-42, ComboHeatA, HRV_70, MonoSi-5kW
Rerun,2029, ACH_0_6, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR80, HG-i89-Triple-B, HPHotWater, DWHR-eff-55,basefurnace,NA, MonoSi-5kW
Rerun,2030, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR100, MG-HP-Double, HPHotWater,  DWHR-eff-42,basefurnace,NA, MonoSi-5kW
Rerun,2031, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR50, MG-HP-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,2032, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous,  DWHR-eff-42,gas-furnace-ecm, HRV_75, MonoSi-10kW
Rerun,2033, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR70, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,gas-furnace-ecm,NA, MonoSi-5kW
Rerun,2034, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA, CeilR50,LG-avg-Double, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_84, MonoSi-10kW
Rerun,2035, ACH_2_5, Stud_2x6_R18, STEP_R20FDN_R0_under,NA, CeilR100, HG-avg-Triple, HPHotWater,  DWHR-eff-42, ComboHeatA, HRV_60, MonoSi-10kW
Rerun,2036, ACH_1_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA,CeilR40, HG-avg-Triple, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_60, MonoSi-8kW
Rerun,2037,ACH_3_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR80,LG-avg-Double, HPHotWater,none, CCASHP-ecm, HRV_70, MonoSi-5kW
Rerun,2038, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR50, MG-i89-Double, HPHotWater,none,gas-furnace-ecm, HRV_75, MonoSi-5kW
Rerun,2039,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,2040,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA,CeilR40, HG-avg-Triple, HPHotWater,none, ComboHeatA, HRV_84, MonoSi-10kW
Rerun,2041, ACH_1_0, Stud_2x6_R18, STEP_R16FDN_R15_under,NA, CeilR100, MG-HP-Double, ElectricStorage,none, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,2042, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA,CeilR40, HG-avg-Triple, GasInstantaneous,none,basefurnace, HRV_70, MonoSi-5kW
Rerun,2043, ACH_1_0,Stud_2x6_R16, STEP_R25FDN_R0_under,NA,CeilR40, HG-avg-Triple,BaseDHW,none, ComboHeatA, HRV_60, MonoSi-10kW
Rerun,2044, ACH_0_6, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR100,LG-avg-Double, ElectricStorage,none,basefurnace, HRV_84, MonoSi-8kW
Rerun,2045, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R15_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2046, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,basefurnace,NA, MonoSi-5kW
Rerun,2047, ACH_1_0, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR70, HG-i89-Triple-B, ElectricStorage, DWHR-eff-55,basefurnace, HRV_70, MonoSi-5kW
Rerun,2048, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55,basefurnace,NA, MonoSi-5kW
Rerun,2049, ACH_1_0, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA, CeilR80,LG-avg-Double, GasInstantaneous, DWHR-eff-55,gas-furnace-ecm, HRV_60, MonoSi-8kW
Rerun,2050, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R0_under,NA,CeilR40, LG-avg-Triple, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,2051, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR70, HG-avg-Triple, GasInst_Low,none, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,2052, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater,none,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2053, ACH_1_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR50, LG-avg-Triple, HPHotWater, DWHR-eff-30,basefurnace, HRV_60, MonoSi-8kW
Rerun,2054, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-5kW
Rerun,2055,ACH_3_5, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA,CeilR40, LG-avg-Triple, HPHotWater,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,2056, ACH_1_0, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R15_under,NA, CeilR70, HG-i89-Triple-B,BaseDHW,none, ComboHeatA, HRV_70, MonoSi-5kW
Rerun,2057, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR60,LG-avg-Double, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,2058, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA,CeilR40, MG-i89-Double, HPHotWater,none,basefurnace, HRV_84, MonoSi-5kW
Rerun,2059, ACH_1_0, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR50, HG-HP-Triple, HPHotWater,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-5kW
Rerun,2060, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R20_under,NA,CeilR40, HG-i89-Triple-B, GasInst_Low,none,gas-furnace-ecm, HRV_70, MonoSi-5kW
Rerun,2061, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-5kW
Rerun,2062, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR100, MG-i89-Double,BaseDHW, DWHR-eff-30, ComboHeatA,NA, MonoSi-8kW
Rerun,2063,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR70, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-5kW
Rerun,2064, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA, CeilR50, LG-avg-Triple, GasInstantaneous, DWHR-eff-30, CCASHP-ecm,NA, MonoSi-5kW
Rerun,2065, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R20_under,NA, CeilR80, HG-HP-Triple, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2066, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR80, MG-i89-Double, HPHotWater,none,basefurnace, HRV_70, MonoSi-8kW
Rerun,2067, ACH_1_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, HG-avg-Triple, GasInst_Low, DWHR-eff-30, ComboHeatA, HRV_60, MonoSi-10kW
Rerun,2068, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R15_under,NA, CeilR50,LG-avg-Double, GasInstantaneous,none, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,2069, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR50, HG-avg-Triple, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_75, MonoSi-8kW
Rerun,2070, ACH_2_5,Stud_2x6_R16, STEP_R16FDN_R20_under,NA, CeilR100, LG-avg-Triple, HPHotWater, DWHR-eff-55,gas-furnace-ecm,NA, MonoSi-10kW
Rerun,2071, ACH_0_6, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR60, HG-avg-Triple, HPHotWater,none,gas-furnace-ecm,NA, MonoSi-5kW
Rerun,2072, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR60, HG-avg-Triple,BaseDHW,none,basefurnace, HRV_70, MonoSi-10kW
Rerun,2073, ACH_0_6, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA,CeilR40, HG-i89-Triple-B, GasInst_Low, DWHR-eff-30, ComboHeatA, HRV_70, MonoSi-5kW
Rerun,2074,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR60, HG-i89-Triple-B, GasInstantaneous,none, CCASHP-ecm, HRV_70, MonoSi-5kW
Rerun,2075, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, MG-i89-Double, ElectricStorage, DWHR-eff-55, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,2076, ACH_1_0, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR50,LG-avg-Double, ElectricStorage,none,basefurnace, HRV_84, MonoSi-8kW
Rerun,2077, ACH_2_5,Stud_2x6_R16, STEP_R16FDN_R15_under,NA, CeilR70, HG-i89-Triple-B, GasInst_Low,none, ComboHeatA, HRV_84, MonoSi-8kW
Rerun,2078, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55,gas-furnace-ecm, HRV_84, MonoSi-8kW
Rerun,2079,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR50, LG-avg-Triple, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_84, MonoSi-8kW
Rerun,2080, ACH_0_6, Stud_2x6_R18, STEP_R20FDN_R20_under,NA,CeilR40,LG-avg-Double, GasInstantaneous, DWHR-eff-55, CCASHP-ecm, HRV_70, MonoSi-5kW
Rerun,2081, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40, HG-avg-Triple, GasInst_Low, DWHR-eff-30,basefurnace, HRV_60, MonoSi-5kW
Rerun,2082, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R11_under,NA, CeilR70, MG-i89-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-5kW
Rerun,2083, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_84, MonoSi-5kW
Rerun,2084, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R11_under,NA, CeilR100, HG-avg-Triple, GasInstantaneous,none,basefurnace, HRV_75, MonoSi-5kW
Rerun,2085, ACH_0_6, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR80,LG-avg-Double, GasInstantaneous,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,2086, ACH_1_5, Stud_2x6_XPS_R-30, STEP_R16FDN_R0_under,NA, CeilR100, MG-i89-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-5kW
Rerun,2087, ACH_2_5,Stud_2x6_R16, STEP_BaseFDN_R15_under,NA, CeilR50, MG-i89-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_84, MonoSi-10kW
Rerun,2088, ACH_1_0, Stud_2x6_XPS_R-30, STEP_R20FDN_R0_under,NA,CeilR40, MG-HP-Double, HPHotWater, DWHR-eff-55, ComboHeatA,NA, MonoSi-8kW
Rerun,2089,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-30, ComboHeatA, HRV_70, MonoSi-10kW
Rerun,2090, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R20FDN_R11_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,2091,ACH_3_5, Stud_2x6_XPS_R-22, STEP_R20FDN_R15_under,NA, CeilR70,LG-avg-Double, HPHotWater,none,basefurnace, HRV_75, MonoSi-10kW
Rerun,2092, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100, MG-HP-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_60, MonoSi-5kW
Rerun,2093, ACH_1_5, Stud_2x6_XPS_R-22, STEP_R20FDN_R11_under,NA, CeilR60, HG-i89-Triple-B, GasInstantaneous,none,basefurnace, HRV_75, MonoSi-5kW
Rerun,2094, ACH_2_5, Stud_2x6_XPS_R-30, STEP_R20FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous,none,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2095, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace,NA, MonoSi-10kW
Rerun,2096, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100, HG-avg-Triple,BaseDHW,  DWHR-eff-42,basefurnace, HRV_70, MonoSi-10kW
Rerun,2097, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR70, HG-i89-Triple-B, GasInstantaneous,none,gas-furnace-ecm, HRV_84, MonoSi-5kW
Rerun,2098, ACH_1_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R15_under,NA, CeilR70, HG-i89-Triple-B,BaseDHW, DWHR-eff-30,basefurnace, HRV_60, MonoSi-5kW
Rerun,2099, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA,CeilR40, HG-i89-Triple-B, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_84, MonoSi-10kW
Rerun,2100, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R20_under,NA, CeilR100,LG-avg-Double, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_60, MonoSi-10kW
Rerun,2101, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR50, LG-avg-Triple, GasInstantaneous, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-5kW
Rerun,2102, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR70, LG-avg-Triple, GasInst_Low, DWHR-eff-55, CCASHP-ecm,NA, MonoSi-5kW
Rerun,2103, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR80,LG-avg-Double, HPHotWater,none,basefurnace,NA, MonoSi-8kW
Rerun,2104,ACH_3_5, Stud_2x6_R18, STEP_BaseFDN_R11_under,NA, CeilR60, HG-i89-Triple-B, ElectricStorage,  DWHR-eff-42, CCASHP-ecm, HRV_70, MonoSi-5kW
Rerun,2105,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-55,basefurnace, HRV_84, MonoSi-5kW
Rerun,2106,ACH_3_5, Stud_2x6_XPS_R-30,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_60, MonoSi-5kW
Rerun,2107, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R20_under,NA, CeilR70,LG-avg-Double, HPHotWater,  DWHR-eff-42, ComboHeatA, HRV_84, MonoSi-8kW
Rerun,2108, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R20FDN_R20_under,NA, CeilR100,LG-avg-Double, GasInstantaneous, DWHR-eff-30,basefurnace,NA, MonoSi-10kW
Rerun,2109, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R0_under,NA, CeilR50, LG-avg-Triple, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_60, MonoSi-5kW
Rerun,2110, ACH_1_0, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA, CeilR100,LG-avg-Double, GasInstantaneous,none,gas-furnace-ecm, HRV_75, MonoSi-10kW
Rerun,2111,ACH_3_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, HPHotWater,none,basefurnace,NA, MonoSi-5kW
Rerun,2112, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA,CeilR40,LG-avg-Double, ElectricStorage,none, ComboHeatA, HRV_60, MonoSi-10kW
Rerun,2113, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R20_under,NA, CeilR70, MG-i89-Double, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_84, MonoSi-10kW
Rerun,2114, ACH_0_6, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_75, MonoSi-5kW
Rerun,2115,ACH_3_5, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR60, LG-avg-Triple, ElectricStorage, DWHR-eff-30,basefurnace, HRV_60, MonoSi-8kW
Rerun,2116,ACH_3_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR100, HG-i89-Triple-B, GasInst_Low,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,2117, ACH_0_6, Stud_2x6_XPS_R-22, STEP_R20FDN_R15_under,NA, CeilR100, MG-i89-Double, GasInst_Low,none,basefurnace, HRV_84, MonoSi-10kW
Rerun,2118, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R11_under,NA, CeilR50, HG-avg-Triple, GasInst_Low,  DWHR-eff-42,gas-furnace-ecm, HRV_60, MonoSi-5kW
Rerun,2119, ACH_0_6, Stud_2x6_XPS_R-30, STEP_R16FDN_R0_under,NA, CeilR50, HG-i89-Triple-B, GasInstantaneous,none,gas-furnace-ecm,NA, MonoSi-5kW
Rerun,2120, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R15_under,NA, CeilR70, MG-HP-Double, GasInst_Low,none, CCASHP-ecm, HRV_75, MonoSi-5kW
Rerun,2121, ACH_1_0, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA,CeilR40,LG-avg-Double, GasInstantaneous, DWHR-eff-55,basefurnace,NA, MonoSi-10kW
Rerun,2122,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA,CeilR40, MG-i89-Double, GasInst_Low, DWHR-eff-30, CCASHP-ecm, HRV_60, MonoSi-5kW
