RunNumber, RunDir, input.ChoiceFile, Recovered-results , HDDs              , Energy-Total-GJ   , Ref-En-Total-GJ   , Util-Bill-gross   , Util-PV-revenue   , Util-Bill-Net     , Util-Bill-Elec    , Util-Bill-Gas     , Util-Bill-Prop    , Util-Bill-Oil     , Util-Bill-Wood    , Energy-PV-kWh     , Gross-HeatLoss-GJ , Energy-HeatingGJ  , AuxEnergyReq-HeatingGJ , TotalAirConditioning-LoadGJ , AvgAirConditioning-COP , Energy-CoolingGJ  , Energy-VentGJ     , Energy-DHWGJ      , Energy-PlugGJ     , EnergyEleckWh     , EnergyGasM3       , EnergyOil_l       , EnergyProp_L      , EnergyWood_cord   , Upgrade-cost      , SimplePaybackYrs  , PEAK-Heating-W    , PEAK-Cooling-W    , PV-size-kW        , Floor-Area-m2     , House-Volume-m3   , TEDI_kWh_m2       , MEUI_kWh_m2       , ERS-Value         , NumTries          , LapsedTime        , Win-SHGC-S        , Win-R-value-S     , Win-Area-m2-S     , Win-SHGC-SE       , Win-R-value-SE    , Win-Area-m2-SE    , Win-SHGC-E        , Win-R-value-E     , Win-Area-m2-E     , Win-SHGC-NE       , Win-R-value-NE    , Win-Area-m2-NE    , Win-SHGC-N        , Win-R-value-N     , Win-Area-m2-N     , Win-SHGC-NW       , Win-R-value-NW    , Win-Area-m2-NW    , Win-SHGC-W        , Win-R-value-W     , Win-Area-m2-W     , Win-SHGC-SW       , Win-R-value-SW    , Win-Area-m2-SW    , input.Opt-Location , input.Opt-Archetype , input.Opt-Ruleset , input.Opt-FuelCost , input.Opt-ACH , input.Opt-MainWall , input.Opt-GenericWall_1Layer_definitions , input.Opt-Ceilings , input.Opt-AtticCeilings , input.Opt-CathCeilings , input.Opt-FlatCeilings , input.Opt-H2KFoundation , input.Opt-ExposedFloor , input.Opt-CasementWindows , input.Opt-H2K-PV , input.Opt-Skylights , input.Opt-Doors , input.Opt-DoorWindows , input.Opt-RoofPitch , input.Opt-DHWSystem , input.Opt-DWHRSystem , input.Opt-HVACSystem , input.Opt-HRVspec , input.Opt-StandoffPV , input.GOconfig_rotate , input.Opt-DBFiles , input.Opt-ResultHouseCode , input.Opt-H2KFoundationSlabCrawl , input.Opt-HRVduct , input.Opt-DHWLoadScale , 
 75, HTAP-work-2, ./gen-choice-files/sim-75.choices,   General,   4500,   23.4 ,   0.0 ,   972.48   ,   0.0    ,   972.48 ,   972.48  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   24 ,   4.3 ,  9.5 ,  1.6 ,  1.3 ,   1.1 ,   0.3 ,   3.6 ,   14.1 ,   6504.9 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   972.5 ,   2535.4,   3008.0,   0.0,   64.6 ,   166.9 ,   40.7 ,   39.8 ,   0.0,   1.0,   1.59,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.331,   1.117,   3.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.396,   0.913,   3.8,  NA,  R2000-NZE-Pilot-Voyer-L1-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 76, HTAP-work-0, ./gen-choice-files/sim-76.choices,   General,   4500,   0.0 ,   0.0 ,   0.0   ,   53.89    ,   -53.89 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   7031 ,   24 ,   4.2 ,  9.0 ,  1.9 ,  1.5 ,   1.2 ,   0.3 ,   3.6 ,   14.1 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -53.9 ,   2535.4,   3008.0,   10.0,   64.6 ,   166.9 ,   38.8 ,   39.5 ,   0.0,   1.0,   1.52,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.331,   1.117,   3.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.396,   0.913,   3.8,  NA,  R2000-NZE-Pilot-Voyer-L1-Right_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 77, HTAP-work-1, ./gen-choice-files/sim-77.choices,   General,   4500,   42.6 ,   0.0 ,   1768.48   ,   0.0    ,   1768.48 ,   1768.48  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   38 ,   18.9 ,  18.9 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   11829.3 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1768.5 ,   4383.8,   4934.2,   0.0,   102.6 ,   297.7 ,   51.2 ,   77.3 ,   0.0,   1.0,   1.65,   0.0,   0.0,   0.0,   0.272,   0.643,   4.8,   0.0,   0.0,   0.0,   0.272,   0.643,   4.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.273,   0.645,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Left_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone6_HRV,  NA,  NBC_Ceiling_zone6,  NBC_FlatCeiling_zone6,  NBC_FlatCeiling_zone6,  NBC_BCIN_zone6_HRV,  NBC_exposed_zone6,  NBC-zone6-window,  R2000_test,  NA,  NBC-zone6-door,  NBC-zone6-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 78, HTAP-work-2, ./gen-choice-files/sim-78.choices,   General,   4500,   29.1 ,   0.0 ,   1207.84   ,   0.0    ,   1207.84 ,   1207.84  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   24 ,   5.4 ,  5.4 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   8079.2 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1207.8 ,   2637.8,   4863.5,   0.0,   102.6 ,   297.7 ,   14.6 ,   40.7 ,   0.0,   1.0,   1.78,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Left_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 79, HTAP-work-0, ./gen-choice-files/sim-79.choices,   General,   4500,   22.0 ,   0.0 ,   915.15   ,   0.0    ,   915.15 ,   915.15  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   20 ,   2.6 ,  4.3 ,  2.5 ,  1.4 ,   1.6 ,   0.3 ,   3.4 ,   14.1 ,   6121.4 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   915.2 ,   2495.7,   4863.5,   0.0,   102.6 ,   297.7 ,   11.6 ,   21.2 ,   0.0,   1.0,   1.77,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Left_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 80, HTAP-work-1, ./gen-choice-files/sim-80.choices,   General,   4500,   0.0 ,   0.0 ,   0.0   ,   46.64    ,   -46.64 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   6573 ,   20 ,   2.5 ,  4.1 ,  2.6 ,  1.4 ,   1.6 ,   0.3 ,   3.4 ,   14.1 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -46.6 ,   2495.7,   4863.5,   9.4,   102.6 ,   297.7 ,   11.0 ,   21.0 ,   0.0,   1.0,   1.73,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Left_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 81, HTAP-work-2, ./gen-choice-files/sim-81.choices,   General,   4500,   44.1 ,   0.0 ,   1829.69   ,   0.0    ,   1829.69 ,   1829.69  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   38 ,   20.3 ,  20.4 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   12238.7 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1829.7 ,   4377.9,   4402.9,   0.0,   103.7 ,   297.7 ,   54.6 ,   80.4 ,   0.0,   1.0,   1.73,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.272,   0.643,   4.8,   0.0,   0.0,   0.0,   0.272,   0.643,   4.8,   0.0,   0.0,   0.0,   0.273,   0.645,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone6_HRV,  NA,  NBC_Ceiling_zone6,  NBC_FlatCeiling_zone6,  NBC_FlatCeiling_zone6,  NBC_BCIN_zone6_HRV,  NBC_exposed_zone6,  NBC-zone6-window,  R2000_test,  NA,  NBC-zone6-door,  NBC-zone6-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 82, HTAP-work-0, ./gen-choice-files/sim-82.choices,   General,   4500,   31.8 ,   0.0 ,   1320.52   ,   0.0    ,   1320.52 ,   1320.52  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   26 ,   8.1 ,  8.1 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   8832.9 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1320.5 ,   2935.4,   4332.2,   0.0,   103.7 ,   297.7 ,   21.7 ,   47.5 ,   0.0,   1.0,   1.88,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 83, HTAP-work-1, ./gen-choice-files/sim-83.choices,   General,   4500,   23.1 ,   0.0 ,   958.01   ,   0.0    ,   958.01 ,   958.01  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   22 ,   3.8 ,  6.9 ,  2.3 ,  1.5 ,   1.4 ,   0.3 ,   3.4 ,   14.1 ,   6408.1 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   958.0 ,   2793.3,   4332.2,   0.0,   103.7 ,   297.7 ,   18.5 ,   23.8 ,   0.0,   1.0,   1.85,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 84, HTAP-work-2, ./gen-choice-files/sim-84.choices,   General,   4500,   0.0 ,   0.0 ,   0.0   ,   48.67    ,   -48.67 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   6870 ,   22 ,   3.7 ,  6.6 ,  2.4 ,  1.5 ,   1.4 ,   0.3 ,   3.4 ,   14.1 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -48.7 ,   2793.3,   4332.2,   9.8,   103.7 ,   297.7 ,   17.6 ,   23.5 ,   0.0,   1.0,   1.95,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L2-Right_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 85, HTAP-work-0, ./gen-choice-files/sim-85.choices,   General,   4500,   44.2 ,   0.0 ,   1835.63   ,   0.0    ,   1835.63 ,   1835.63  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   40 ,   20.5 ,  20.5 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   12278.4 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1835.6 ,   4523.2,   6143.2,   0.0,   107.2 ,   290.4 ,   53.2 ,   78.1 ,   0.0,   1.0,   1.68,   0.0,   0.0,   0.0,   0.272,   0.643,   4.8,   0.0,   0.0,   0.0,   0.272,   0.643,   7.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.273,   0.645,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Left_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone6_HRV,  NA,  NBC_Ceiling_zone6,  NBC_FlatCeiling_zone6,  NBC_FlatCeiling_zone6,  NBC_BCIN_zone6_HRV,  NBC_exposed_zone6,  NBC-zone6-window,  R2000_test,  NA,  NBC-zone6-door,  NBC-zone6-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 86, HTAP-work-1, ./gen-choice-files/sim-86.choices,   General,   4500,   31.2 ,   0.0 ,   1293.73   ,   0.0    ,   1293.73 ,   1293.73  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   27 ,   7.4 ,  7.4 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   8653.7 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1293.7 ,   2958.5,   6047.2,   0.0,   107.2 ,   290.4 ,   19.3 ,   44.3 ,   0.0,   1.0,   1.8,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   7.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Left_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 87, HTAP-work-2, ./gen-choice-files/sim-87.choices,   General,   4500,   22.8 ,   0.0 ,   945.91   ,   0.0    ,   945.91 ,   945.91  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   23 ,   3.4 ,  6.3 ,  2.1 ,  1.3 ,   1.5 ,   0.3 ,   3.4 ,   14.1 ,   6327.1 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   945.9 ,   2865.3,   6047.2,   0.0,   107.2 ,   290.4 ,   16.4 ,   22.2 ,   0.0,   1.0,   1.76,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   7.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Left_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 88, HTAP-work-0, ./gen-choice-files/sim-88.choices,   General,   4500,   0.0 ,   0.0 ,   0.0   ,   50.99    ,   -50.99 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   6806 ,   23 ,   3.3 ,  6.1 ,  2.2 ,  1.3 ,   1.5 ,   0.3 ,   3.4 ,   14.1 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -51.0 ,   2865.3,   6047.2,   9.7,   107.2 ,   290.4 ,   15.7 ,   21.9 ,   0.0,   1.0,   1.78,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.425,   1.19,   7.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Left_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 89, HTAP-work-1, ./gen-choice-files/sim-89.choices,   General,   4500,   45.6 ,   0.0 ,   1895.52   ,   0.0    ,   1895.52 ,   1895.52  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   40 ,   21.9 ,  22.0 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   12679.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1895.5 ,   4523.2,   5611.8,   0.0,   107.2 ,   290.4 ,   56.9 ,   81.8 ,   0.0,   1.0,   1.69,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.272,   0.643,   7.2,   0.0,   0.0,   0.0,   0.272,   0.643,   4.8,   0.0,   0.0,   0.0,   0.273,   0.645,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone6_HRV,  NA,  NBC_Ceiling_zone6,  NBC_FlatCeiling_zone6,  NBC_FlatCeiling_zone6,  NBC_BCIN_zone6_HRV,  NBC_exposed_zone6,  NBC-zone6-window,  R2000_test,  NA,  NBC-zone6-door,  NBC-zone6-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 90, HTAP-work-2, ./gen-choice-files/sim-90.choices,   General,   4500,   33.1 ,   0.0 ,   1375.86   ,   0.0    ,   1375.86 ,   1375.86  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   28 ,   9.4 ,  9.4 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   9.4 ,   14.1 ,   9203.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1375.9 ,   3105.6,   5515.8,   0.0,   107.2 ,   290.4 ,   24.4 ,   49.4 ,   0.0,   1.0,   1.73,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.425,   1.19,   7.2,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 91, HTAP-work-0, ./gen-choice-files/sim-91.choices,   General,   4500,   23.4 ,   0.0 ,   971.09   ,   0.0    ,   971.09 ,   971.09  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   24 ,   4.2 ,  8.2 ,  2.0 ,  1.4 ,   1.3 ,   0.3 ,   3.4 ,   14.1 ,   6495.6 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   971.1 ,   3024.3,   5515.8,   0.0,   107.2 ,   290.4 ,   21.3 ,   23.8 ,   0.0,   1.0,   1.74,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.425,   1.19,   7.2,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Right_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 92, HTAP-work-1, ./gen-choice-files/sim-92.choices,   General,   4500,   0.0 ,   0.0 ,   0.0   ,   49.15    ,   -49.15 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   6962 ,   24 ,   4.1 ,  7.9 ,  2.0 ,  1.4 ,   1.3 ,   0.3 ,   3.4 ,   14.1 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -49.1 ,   3024.3,   5515.8,   9.9,   107.2 ,   290.4 ,   20.5 ,   23.6 ,   0.0,   1.0,   1.72,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.425,   1.19,   7.2,   0.0,   0.0,   0.0,   0.425,   1.19,   4.8,   0.0,   0.0,   0.0,   0.407,   1.003,   6.1,  NA,  R2000-NZE-Pilot-Voyer-L3-Right_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 
